book_id,category_id
00002330,1
00002331,1
00002332,1
00002333,1
00002334,1
00002335,1
00002336,1
00002337,1
00002338,1
00002339,1
00002340,1
00002341,1
00002342,1
00002343,1
00002344,1
00002345,1
00002346,1
00002347,1
00002348,1
00002349,1
00002350,1
00002351,1
00002352,1
00002353,1
00002354,1
00002355,1
00002356,1
00002357,1
00002358,1
00002359,1
00002360,1
00002361,1
00002362,1
00002363,1
00002364,1
00002365,1
00002366,1
00002367,1
00002368,1
00002369,1
00002370,1
00002371,1
00002372,1
00002373,1
00002374,1
00002375,1
00002376,1
00002377,1
00002378,1
00002379,1
00002380,1
00002381,1
00002382,1
00002383,1
00002384,1
00002385,1
00002386,1
00002387,1
00002388,1
00002389,1
00002390,1
00002391,1
00002392,1
00002393,1
00002394,1
00002395,1
00002396,1
00002397,1
00002398,1
00002399,1
00002400,1
00002401,1
00002402,1
00002403,1
00002404,1
00002405,1
00002406,1
00002407,1
00002408,1
00002409,1
00002410,1
00002411,1
00002412,1
00002413,1
00002414,1
00002415,1
00002416,1
00002417,1
00002418,1
00002419,1
00002420,1
00002421,1
00002422,1
00002423,1
00002424,1
00002425,1
00002426,1
00002427,1
00002428,1
00002429,1
00002430,1
00002431,1
00002432,1
00002433,1
00002434,1
00002435,1
00002436,1
00002437,1
00002438,1
00002439,1
00002440,1
00002441,1
00002442,1
00002443,1
00002444,1
00002445,1
00002446,1
00002447,1
00002448,1
00002449,1
00002450,1
00002451,1
00002452,1
00002453,1
00002454,1
00002455,1
00002456,1
00002457,1
00002458,1
00002459,1
00002460,1
00002461,1
00002462,1
00002463,1
00002464,1
00002465,1
00002466,1
00002467,1
00002468,1
00002469,1
00002470,1
00002471,1
00002472,1
00002473,1
00002474,1
00002475,1
00002476,1
00002477,1
00002478,1
00002479,1
00002480,1
00002481,1
00002482,1
00002483,1
00002484,1
00002485,1
00002486,1
00002487,1
00002488,1
00002489,1
00002490,1
00002491,1
00002492,1
00002493,1
00002494,1
00002495,1
00002496,1
00002497,1
00002498,1
00002499,1
00002500,1
00002501,1
00002502,1
00002503,1
00002504,1
00002505,1
00002506,1
00002507,1
00002508,1
00002509,1
00002510,1
00002511,1
00002512,1
00002513,1
00002514,1
00002515,1
00002516,1
00002517,1
00002518,1
00002519,1
00002520,1
00002521,1
00002522,1
00002523,1
00002524,1
00002525,1
00002526,1
00002527,1
00002528,1
00002529,1
00002530,1
00002531,1
00002532,1
00002533,1
00002534,1
00002535,1
00002536,1
00002537,1
00002538,1
00002539,1
00002540,1
00002541,1
00002542,1
00002543,1
00002544,1
00002545,1
00002546,1
00002547,1
00002548,1
00002549,1
00002550,1
00002551,1
00002552,1
00002553,1
00002554,1
00002555,1
00002556,1
00002557,1
00002558,1
00002559,1
00002560,1
00002561,1
00002562,1
00002563,1
00002564,1
00002565,1
00002566,1
00002567,1
00002568,1
00002569,1
00002570,1
00002571,1
00002572,1
00002573,1
00002574,1
00002575,1
00002576,1
00002577,1
00002578,1
00002579,1
00002580,1
00002581,1
00002582,1
00002583,1
00002584,1
00002585,1
00002586,1
00002587,1
00002588,1
00002589,1
00002590,1
00002591,1
00002592,1
00002593,1
00002594,1
00002595,1
00002596,1
00002597,1
00002598,1
00002599,1
00002600,1
00002601,1
00002602,1
00002603,1
00002604,1
00002605,1
00002606,1
00002607,1
00002608,1
00002609,1
00002610,1
00002611,1
00002612,1
00002613,1
00002614,1
00002615,1
00002616,1
00002617,1
00002618,1
00002619,1
00002620,1
00002621,1
00002622,1
00002623,1
00002624,1
00002625,1
00002626,1
00002627,1
00002628,1
00002629,1
00002630,1
00002631,1
00002632,1
00002633,1
00002634,1
00002635,1
00002636,1
00002637,1
00002638,1
00002639,1
00002640,1
00002641,1
00002642,1
00002643,1
00002644,1
00002645,1
00002646,1
00002647,1
00002648,1
00002649,1
00002650,1
00002651,1
00002652,1
00002653,1
00002654,1
00002655,1
00002656,1
00002657,1
00002658,1
00002659,1
00002660,1
00002661,1
00002662,1
00002663,1
00002664,1
00002665,1
00002666,1
00002667,1
00002668,1
00002669,1
00002670,1
00002671,1
00002672,1
00002673,1
00002674,1
00002675,1
00002676,1
00002677,1
00002678,1
00002679,1
00002680,1
00002681,1
00002682,1
00002683,1
00002684,1
00002685,1
00002686,1
00002687,1
00002688,1
00002689,1
00002690,1
00002691,1
00002692,1
00002693,1
00002694,1
00002695,1
00002696,1
00002697,1
00002698,1
00002699,1
00002700,1
00002701,1
00002702,1
00002703,1
00002704,1
00002705,1
00002706,1
00002707,1
00002708,1
00002709,1
00002710,1
00002711,1
00002712,1
00002713,1
00002714,1
00002715,1
00002716,1
00002717,1
00002718,1
00002719,1
00002720,1
00002721,1
00002722,1
00002723,1
00002724,1
00002725,1
00002726,1
00002727,1
00002728,1
00002729,1
00002730,1
00002731,1
00002732,1
00002733,1
00002734,1
00002735,1
00002736,1
00002737,1
00002738,1
00002739,1
00002740,1
00002741,1
00002742,1
00002743,1
00002744,1
00002745,1
00002746,1
00002747,1
00002748,1
00002749,1
00002750,1
00002751,1
00002752,1
00002753,1
00002754,1
00002755,1
00002756,1
00002757,1
00002758,1
00002759,1
00002760,1
00002761,1
00002762,1
00002763,1
00002764,1
00002765,1
00002766,1
00002767,1
00002768,1
00002769,1
00002770,1
00002771,1
00002772,1
00002773,1
00002774,1
00002775,1
00002776,1
00002777,1
00002778,1
00002779,1
00002780,1
00002781,1
00002782,1
00002783,1
00002784,1
00002785,1
00002786,1
00002787,1
00002788,1
00002789,1
00002790,1
00002791,1
00002792,1
00002793,1
00002794,1
00002795,1
00002796,1
00002797,1
00002798,1
00002799,1
00002800,1
00002801,1
00002802,1
00002803,1
00002804,1
00002805,1
00002806,1
00002807,1
00002808,1
00002809,1
00002810,1
00002811,1
00002812,1
00002813,1
00002814,1
00002815,1
00002816,1
00002817,1
00002818,1
00002819,1
00002820,1
00002821,1
00002822,1
00002823,1
00002824,1
00002825,1
00002826,1
00002827,1
00002828,1
00002829,1
00002830,1
00002831,1
00002832,1
00002833,1
00002834,1
00002835,1
00002836,1
00002837,1
00002838,1
00002839,1
00002840,1
00002841,1
00002842,1
00002843,1
00002844,1
00002845,1
00002846,1
00002847,1
00002848,1
00002849,1
00002850,1
00002851,1
00002852,1
00002853,1
00002854,1
00002855,1
00002856,1
00002857,1
00002858,1
00002859,1
00002860,1
00002861,1
00002862,1
00002863,1
00002864,1
00002865,1
00002866,1
00002867,1
00002868,1
00002869,1
00002870,1
00002871,1
00002872,1
00002873,1
00002874,1
00002875,1
00002876,1
00002877,1
00002878,1
00002879,1
00002880,1
00002881,1
00002882,1
00002883,1
00002884,1
00002885,1
00002886,1
00002887,1
00002888,1
00002889,1
00002890,1
00002891,1
00002892,1
00002893,1
00002894,1
00002895,1
00002896,1
00002897,1
00002898,1
00002899,1
00002900,1
00002901,1
00002902,1
00002903,1
00002904,1
00002905,1
00002906,1
00002907,1
00002908,1
00002909,1
00002910,1
00002911,1
00002912,1
00002913,1
00002914,1
00002915,1
00002916,1
00002917,1
00002918,1
00002919,1
00002920,1
00002921,1
00002922,1
00002923,1
00002924,1
00002925,1
00002926,1
00002927,1
00002928,1
00002929,1
00002930,1
00002931,1
00002932,1
00002933,1
00002934,1
00002935,1
00002936,1
00002937,1
00002938,1
00002939,1
00002940,1
00002941,1
00002942,1
00002943,1
00002944,1
00002945,1
00002946,1
00002947,1
00002948,1
00002949,1
00002950,1
00002951,1
00002952,1
00002953,1
00002954,1
00002955,1
00002956,1
00002957,1
00002958,1
00002959,1
00002960,1
00002961,1
00002962,1
00002963,1
00002964,1
00002965,1
00002966,1
00002967,1
00002968,1
00002969,1
00002970,1
00002971,1
00002972,1
00002973,1
00002974,1
00002975,1
00002976,1
00002977,1
00002978,1
00002979,1
